"variable","coefficient","std_error","z_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",-4.85236842169682,0.0793719510422657,-61.13454889263,0,-5.00793744573966,-4.69679939765398
"surplus_ratio",-4.80181887938642,0.148946482532213,-32.2385517116721,5.09051376797409e-228,-5.09375398514956,-4.50988377362329
"log_age",0.542017856115195,0.0290065809992108,18.6860304608096,6.43247107073669e-78,0.485164957356742,0.598870754873648
