"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.00560093847950856,0.000397666036721962,14.0845281273658,4.79925137626436e-45,0.00482151304753352,0.00638036391148361
"noncore_ratio",0.0235971996416523,0.000630270301112052,37.4398089201051,1.8423850447727e-306,0.0223618698514727,0.024832529431832
"log_age",-0.00277935900910855,0.000117081935591993,-23.7385809779747,1.62506990522367e-124,-0.00300883960286885,-0.00254987841534824
