coefficient,estimate,threshold_value,threshold_percentile
income_ratio,0.10509592145274985,0.03337031250875544,2.14749091276252
noncore_ratio,0.04542386343911776,0.014423095562275303,81.36863893376413
interaction,-3.1493837951075707,NA,NA
