"variable","coefficient","std_error","z_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",-5.66161073157403,0.0827103512999936,-68.4510541013077,0,-5.82372302012202,-5.49949844302605
"noncore_ratio",10.2318609453449,0.180574633840465,56.6627810769069,0,9.8779346630176,10.5857872276722
"log_age",0.166950615592387,0.0274469314250133,6.08266960729311,1.18197753968662e-09,0.113154629999361,0.220746601185413
