"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.0170261757097681,0.000529539349225921,32.1528055179599,1.20657357105587e-226,0.0159882785852853,0.0180640728342509
"income_ratio",-0.733269672982672,0.0355817850678983,-20.6080069221773,2.49010962436055e-94,-0.803009971715753,-0.663529374249592
"log_age",-0.00191767765232207,0.000114049152738017,-16.8144839859283,1.97022874819156e-63,-0.00214121399168858,-0.00169414131295556
